review_id,review_snippet,score,pred_sentiment,action,summary,ner_locations,Discount_Code,true_sentiment,Rec_1_City,Rec_1_Country,Rec_1_Reason,Rec_1_Activities,Rec_2_City,Rec_2_Country,Rec_2_Reason,Rec_2_Activities,Rec_3_City,Rec_3_Country,Rec_3_Reason,Rec_3_Activities
2d6484ef-d608-44ad-b740-bf69529288b4,"maybe just unlucky, ok maybe just unlucky stayed 2...",2,negative,DISCOUNT,"The review highlights both positive aspects like a good location and accommodating staff, as well as significant issues with cleanliness and room service, leading to a neutral overall sentiment.",,SORRY_2026,negative,,,,,,,,,,,,
fdfa3cb7-ab16-4ca2-b717-0ed61c72b81b,stay rio mar delightful recently stayed rio mar gi...,4,positive,RECOMMENDATION,"The review highlights both positive aspects of the accommodations and staff service, as well as significant downsides related to dining options and noise, leading to a neutral overall sentiment.",new york,,positive,Monaco,Monaco,RAG_Activity_Match,"Casino visit, Yacht harbor tour",Porto,Portugal,RAG_Activity_Match,"Wine tasting, River cruise",Agadir,Morocco,RAG_Activity_Match,"Beach day, Surf lesson"
4f21646a-88ef-4267-8c08-e5fe4d1cd597,"sleek modern hotel outside center nice, stayed hot...",3,positive,RECOMMENDATION,"The hotel offers a sleek, modern experience with attentive staff and a great breakfast, despite some minor issues with the key card system.",,,neutral,Florence,Italy,RAG_Activity_Match,"Art gallery tour, Cooking class",Florence,Italy,RAG_Activity_Match,"Uffizi Gallery visit, Gelato tasting",Pisa,Italy,RAG_Activity_Match,"Leaning Tower visit, River walk"
f9fdfecd-e8e2-4779-aa49-2dbf798407db,"new modern old vintage visited parents, booked roo...",3,positive,RECOMMENDATION,"The hotel offers a good experience with modern rooms, great views, and excellent service at a reasonable price.",,,neutral,Dresden,Germany,RAG_Activity_Match,"Historic center walk, Art gallery visit",Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Historic center visit",Bordeaux,France,RAG_Activity_Match,"Wine château tour, Riverside walk"
3c6a14da-b19b-4899-91ff-f555ae7dfca7,new owners losing charm stayed artus annually 5 ye...,2,negative,DISCOUNT,"The review expresses disappointment with the hotel's loss of charm and quality after new ownership, despite some positive aspects like service and location.",new york la,SORRY_2026,negative,,,,,,,,,,,,
90b73410-204b-4e52-94a9-51f2df1d412f,"business stay stayed business 4 days, room nice co...",4,positive,RECOMMENDATION,The hotel had a nice room and good service but the breakfast experience was disappointing and the location had limited options after hours.,washington,,positive,Brussels,Belgium,RAG_Activity_Match,"Chocolate tasting, Beer tour",Paris,France,RAG_Activity_Match,"Museum visit, Wine tasting",Doha,Qatar,RAG_Activity_Match,"Souq Waqif visit, Museum of Islamic Art"
6e842c5e-50ba-4e69-a309-afa6bbd19e05,confortable room expensive parking single king roo...,4,positive,RECOMMENDATION,"The review highlights both positive aspects of the room's comfort and cleanliness, as well as negative points regarding parking costs and inadequate lighting.",,,positive,Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Bilbao,Spain,RAG_Activity_Match,"Guggenheim Museum visit, Food tasting",Innsbruck,Austria,RAG_Activity_Match,"Cable car ride, Old Town visit"
f84a1bc7-3d1b-458c-8b57-1a47cdf41b5c,terrible experience stayed hamptons inn suites ter...,1,negative,DISCOUNT,"The review describes a terrible experience at the hotel due to unfriendly staff, unclean rooms, and poor breakfast quality.",boston,SORRY_2026,negative,,,,,,,,,,,,
71524731-316f-42f8-a36a-ceccf74612d5,"stuffy rooms not staff, got room stuffy air-condit...",4,positive,RECOMMENDATION,"The review highlights issues with stuffy rooms and air-conditioning, despite mentioning some positive aspects like comfortable rooms and nice staff.",,,positive,Debrecen,Hungary,RAG_Activity_Match,"Thermal bath visit, Local market tour",Limassol,Cyprus,RAG_Activity_Match,"Beach day, Castle visit",Limassol,Cyprus,RAG_Activity_Match,"Beach day, Winery tour"
ebf9de5f-2361-4f44-8113-d753a05dc2ad,not impressive just come 4 night stay charlesmark ...,2,negative,DISCOUNT,"The hotel has a great location and good internet access, but the small bedrooms, uncomfortable beds, and unhelpful staff lead to a disappointing experience.",boston,SORRY_2026,negative,,,,,,,,,,,,
a70b91e0-100e-407e-827b-3863b1ef6bcb,great style service stayed granados 83 october 200...,4,positive,RECOMMENDATION,"The review highlights both positive aspects like friendly staff and beautiful design, as well as negative points regarding room size and view, leading to a neutral overall sentiment.",,,positive,Granada,Spain,RAG_Activity_Match,"Alhambra visit, Flamenco show",Granada,Spain,RAG_Activity_Match,"Alhambra tour, Tapas crawl",Bilbao,Spain,RAG_Activity_Match,"Guggenheim Museum visit, Food tasting"
11ccb282-2dd5-463d-b86f-e09fb0f23ccd,unaccomodating aspect 40 yrs old husband traveled ...,2,negative,DISCOUNT,"The review expresses dissatisfaction with the poor quality of food, service, and the unfriendliness of staff, despite some enjoyment from the kids' activities.",mexico jamaica,SORRY_2026,negative,,,,,,,,,,,,
c37855eb-cc8e-4aa8-a028-514f1b95732e,"great hotel fiesta caspe hotel barcelona great, ro...",4,positive,RECOMMENDATION,"The hotel offers spacious rooms, helpful staff, and a good breakfast, making it a highly recommended stay.",barcelona,,positive,Barcelona,Spain,NER_Location_Match,"City tour, Nightlife tour, Food tasting",Madrid,Spain,RAG_Activity_Match,"Cultural show (Flamenco), Food tasting",Seville,Spain,RAG_Activity_Match,"Cathedral visit, Cultural show (Flamenco)"
1ce145cf-d91b-4e94-92fa-c2d723fe3b64,"food wonderful rooms need fixed, great hotel, towe...",2,negative,DISCOUNT,"The hotel has wonderful food and helpful staff, but the rooms are in poor condition with visible mold, water damage, and other maintenance issues.",,SORRY_2026,negative,,,,,,,,,,,,
fdb62665-4ca5-49b4-a368-2a32a5d96847,grand flamenco just came august 8 grand flamenco h...,1,negative,DISCOUNT,"The hotel has clean facilities and great staff, but the food quality is poor and guest services are unhelpful.","miami, punta cana",SORRY_2026,negative,,,,,,,,,,,,
d29de05b-0cff-41a6-8d1b-35a46ae0ce39,great hote l good location wife spent 4 night 6/15...,4,positive,RECOMMENDATION,"The hotel has a great location, comfortable beds, and friendly staff, despite some minor service issues.",,,positive,Sharm El Sheikh,Egypt,RAG_Activity_Match,"Scuba diving, Bedouin dinner",Riyadh,Saudi Arabia,RAG_Activity_Match,"Historical sites, Desert excursion",Bucharest,Romania,RAG_Activity_Match,"Palace of Parliament tour, Historic center visit"
44780df8-bce9-4e88-9805-33f0ecb9b6e9,wanted live forever staying sheraton park lane tot...,5,positive,RECOMMENDATION,"The reviewer had a wonderful experience at the boutique hotel, praising its amenities and comfort.",london,,positive,Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Ruin bar tour",Paris,France,RAG_Activity_Match,"Museum visit, Wine tasting",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour"
96af7c22-e46f-4a94-aadd-0f63b9e66f18,better husband children ages 5 10 stayed resort ea...,2,negative,DISCOUNT,"The resort has beautiful features but suffers from isolation, high costs, and cleanliness issues.","bahamas virgin, puerto rico",SORRY_2026,negative,,,,,,,,,,,,
3bd2b6d0-299e-4000-91a9-672bc6405c1c,consider staying lobby absolutely beautiful lots a...,2,negative,DISCOUNT,"The hotel has beautiful common areas but suffers from poor room conditions, rude staff, and inadequate service.",,SORRY_2026,negative,,,,,,,,,,,,
86d09757-b00c-44b0-b99f-409a8b94b3bc,relaxing like royalty just returned 7 day stay bav...,5,positive,RECOMMENDATION,"The review praises the Bavaro Palace for its relaxing atmosphere, polite staff, magnificent beach, great food, and overall satisfaction with the stay.",,,positive,Monaco,Monaco,RAG_Activity_Match,"Casino visit, Yacht harbor tour",Varna,Bulgaria,RAG_Activity_Match,"Beach day, Nightlife tour",Bodrum,Turkey,RAG_Activity_Match,"Beach club visit, Boat excursion"
70d9537f-d60c-42b7-8da6-a53a8d49705f,"botel not recommended little disappointed honest, ...",2,negative,DISCOUNT,"The reviewer expresses disappointment with the botel's small and poorly equipped room, lack of amenities, and overall condition, feeling misled by the advertising.",,SORRY_2026,negative,,,,,,,,,,,,
814f2d3c-21c6-43cd-9af1-b7bd94c6ecaa,dated property desperate need update frequent trav...,2,negative,DISCOUNT,"The hotel is dated and in poor condition, with friendly staff but numerous maintenance issues and a lack of basic amenities.","germany, marriott, frankfurt, ramada",SORRY_2026,negative,,,,,,,,,,,,
be6b8661-1eac-4d2a-ac0b-fcc35ebf7511,"good price slightly regretting, going try objectiv...",3,neutral,DISCOUNT,"The review expresses mixed feelings about the hotel, highlighting both positive aspects like the good price and clean rooms, and negative aspects such as poor food quality and lack of amenities.","toyko, hung beach, santa domingo",SORRY_2026,neutral,,,,,,,,,,,,
8c17a669-9d3a-49e3-b527-bcabc7e99f02,great round stayed london bridge hotel new year ye...,4,positive,RECOMMENDATION,"The hotel has a great location and good amenities, but inconsistent staff service detracts from the overall experience.",london,,positive,Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Nightlife tour",Frankfurt,Germany,RAG_Activity_Match,"Skyline tour, Museum Embankment visit",Budapest,Hungary,RAG_Activity_Match,"Thermal bath visit, Ruin bar tour"
5043a5b0-9724-4f88-9070-91e179f4de1b,watch spent single night westin seattle left favor...,1,negative,DISCOUNT,The reviewer had a negative experience with the hotel regarding a missing jacket and felt that the hotel did not adequately address the issue.,,SORRY_2026,negative,,,,,,,,,,,,
